Log_ID,Student_ID,Week,Login_Count,Dashboard_Clicks,Time_Spent,Date
L1990,S14213,8,3,39,49,4/18/2025
L1991,S2643,3,7,10,101,11/5/2024
L1992,S9412,2,6,20,93,10/1/2024
L1993,S8181,7,9,49,99,7/29/2025
L1994,S5039,10,5,12,43,4/30/2025
L1995,S1299,7,3,39,22,10/5/2025
L1996,S6590,8,3,18,70,7/11/2024
L1997,S8491,6,6,22,71,12/27/2024
L1998,S1329,5,9,9,93,10/1/2025
L1999,S7303,14,8,24,94,8/4/2025
L2000,S10664,15,2,42,11,7/22/2024
L2001,S8822,14,1,21,94,8/29/2024
L2002,S12695,10,6,30,83,3/24/2025
L2003,S8005,13,1,30,77,9/13/2025
L2004,S10644,1,8,42,84,7/5/2024
L2005,S12457,9,6,33,101,4/18/2025
L2006,S13869,2,8,44,61,11/30/2024
L2007,S12050,15,7,41,113,2/18/2025
L2008,S5736,3,2,46,29,10/7/2025
L2009,S1557,11,3,28,73,7/20/2024
L2010,S13592,1,4,44,111,6/5/2024
L2011,S5424,7,6,28,72,6/5/2024
L2012,S8566,15,5,29,10,7/4/2025
L2013,S10304,5,1,7,91,2/3/2024
L2014,S7462,2,8,8,16,3/27/2025
L2015,S1706,1,6,31,52,1/4/2025
L2016,S11277,13,1,6,62,7/8/2024
L2017,S8553,5,6,18,84,1/27/2024
L2018,S7874,5,3,27,29,2/1/2025
L2019,S4911,7,3,38,71,2/12/2024
L2020,S9121,15,4,24,41,12/12/2024
L2021,S2497,16,2,33,38,3/15/2025
L2022,S7795,7,2,24,74,5/18/2024
L2023,S11699,10,1,12,111,9/9/2024
L2024,S14981,6,2,33,43,5/3/2025
L2025,S5225,8,2,45,102,9/12/2024
L2026,S1863,3,1,28,52,1/14/2025
L2027,S5897,15,6,22,17,9/24/2024
L2028,S1888,5,2,29,59,11/21/2024
L2029,S2325,4,9,6,17,6/26/2025
L2030,S13401,3,8,32,93,5/26/2024
L2031,S5524,11,1,47,103,8/6/2025
L2032,S4768,14,3,25,64,5/20/2024
L2033,S12470,3,7,19,15,1/12/2024
L2034,S8824,15,5,14,25,7/5/2024
L2035,S14616,3,7,29,56,11/24/2024
L2036,S1581,16,2,10,101,10/21/2024
L2037,S1035,8,9,31,74,8/10/2024
L2038,S8301,6,8,20,97,1/3/2024
L2039,S1122,6,9,43,65,9/18/2025
L2040,S11222,10,9,26,116,3/18/2025
L2041,S14957,9,3,42,85,4/6/2024
L2042,S2348,2,9,12,47,12/1/2024
L2043,S9276,9,4,38,105,6/3/2025
L2044,S14931,13,3,19,17,6/24/2025
L2045,S10930,16,5,45,69,3/13/2025
L2046,S13132,9,4,34,81,1/8/2025
L2047,S7380,1,9,25,48,7/29/2025
L2048,S10859,9,2,9,25,10/7/2024
L2049,S13225,4,9,16,44,8/29/2025
L2050,S1059,8,2,47,26,11/14/2024
L2051,S6535,5,5,44,93,8/17/2025
L2052,S2420,11,6,42,59,8/8/2025
L2053,S10949,12,8,19,94,10/29/2024
L2054,S9981,11,9,31,52,1/13/2025
L2055,S6029,14,9,36,64,4/6/2025
L2056,S4719,12,2,40,66,5/26/2024
L2057,S13392,10,6,19,35,7/17/2025
L2058,S5612,16,9,24,42,2/7/2024
L2059,S8598,2,3,21,89,12/23/2024
L2060,S1012,7,7,15,13,2/25/2024
L2061,S5272,9,6,27,107,9/24/2025
L2062,S8335,14,9,7,35,1/5/2024
L2063,S7408,7,9,16,67,4/16/2024
L2064,S10675,3,6,33,102,12/19/2024
L2065,S5149,15,3,41,117,10/9/2024
L2066,S7265,8,7,10,78,12/22/2024
L2067,S3266,15,7,13,25,1/26/2024
L2068,S14865,6,4,40,41,7/22/2025
L2069,S11404,9,3,6,39,2/26/2024
L2070,S8397,8,3,11,53,7/24/2024
L2071,S9721,15,3,36,100,9/26/2024
L2072,S4631,16,9,14,85,6/28/2024
L2073,S14688,12,6,24,39,3/30/2024
L2074,S2863,5,8,22,96,10/13/2025
L2075,S8870,11,6,38,92,2/22/2025
L2076,S6170,5,9,48,61,4/8/2024
L2077,S5238,5,5,34,75,5/21/2025
L2078,S14662,14,1,6,57,12/22/2024
L2079,S2531,11,5,47,90,1/9/2025
L2080,S3636,16,4,42,58,10/15/2024
L2081,S9597,5,2,10,65,1/1/2025
L2082,S11401,16,2,14,38,6/5/2025
L2083,S11360,9,1,14,105,11/6/2024
L2084,S9560,1,7,42,64,6/5/2025
L2085,S2492,3,1,44,76,4/26/2024
L2086,S6558,12,2,9,68,2/25/2024
L2087,S8793,2,7,35,13,5/2/2024
L2088,S13850,1,3,8,49,9/16/2025
L2089,S7090,8,6,26,19,2/28/2024
L2090,S2618,3,4,19,97,10/12/2025
L2091,S2914,9,1,39,68,10/19/2025
L2092,S14168,14,7,25,38,3/28/2025
L2093,S10138,16,4,36,110,8/24/2025
L2094,S13355,2,5,15,53,7/5/2024
L2095,S14880,7,3,38,23,5/15/2025
L2096,S8679,11,4,16,45,8/25/2025
L2097,S10664,14,6,22,61,3/9/2024
L2098,S5891,11,9,38,85,7/24/2025
L2099,S8825,10,3,29,17,2/6/2025
L2100,S6480,9,6,5,119,6/7/2024
L2101,S3284,3,2,24,113,6/7/2025
L2102,S13798,4,3,47,34,12/28/2024
L2103,S10642,1,8,33,50,6/13/2024
L2104,S10837,1,5,27,118,3/17/2025
L2105,S3538,2,5,48,43,2/29/2024
L2106,S7149,12,2,30,62,4/28/2025
L2107,S11140,10,3,27,37,1/29/2025
L2108,S7489,3,9,12,35,6/15/2025
L2109,S11698,13,1,45,116,7/28/2025
L2110,S3496,11,3,14,105,3/29/2025
L2111,S5126,11,8,24,44,10/3/2025
L2112,S2011,8,5,16,108,11/14/2024
L2113,S4390,1,5,39,37,6/8/2025
L2114,S8429,3,7,9,55,6/24/2025
L2115,S4980,11,3,31,93,9/2/2025
L2116,S6583,14,9,25,77,1/16/2025
L2117,S13365,7,6,7,69,1/3/2024
L2118,S13715,13,5,44,60,4/8/2025
L2119,S5494,4,4,7,36,6/11/2024
L2120,S13916,13,1,47,29,2/9/2025
L2121,S8868,11,6,18,108,9/1/2025
L2122,S11712,5,7,19,50,5/16/2025
L2123,S14525,15,5,32,54,9/21/2024
L2124,S7767,8,5,37,79,9/2/2025
L2125,S13120,7,4,18,32,11/28/2024
L2126,S1928,13,1,28,32,6/15/2025
L2127,S1051,9,5,30,100,10/22/2024
L2128,S2662,6,8,18,12,9/15/2024
L2129,S7644,8,5,39,66,5/13/2025
L2130,S10297,3,1,12,99,9/29/2025
L2131,S14370,16,2,42,110,2/7/2024
L2132,S3511,8,4,21,60,5/5/2025
L2133,S1885,8,7,33,60,5/21/2025
L2134,S14796,1,5,8,34,7/6/2025
L2135,S1734,7,9,16,23,12/12/2024
L2136,S4842,9,4,46,91,7/21/2025
L2137,S3565,13,3,15,22,10/8/2025
L2138,S8454,9,1,44,64,2/1/2025
L2139,S3027,1,2,7,98,12/20/2024
L2140,S9553,14,3,35,101,4/30/2024
L2141,S4032,16,3,7,101,5/27/2024
L2142,S4378,5,4,29,24,12/8/2024
L2143,S1974,16,3,12,73,1/7/2025
L2144,S3986,13,4,37,75,3/8/2024
L2145,S13800,3,7,42,41,5/4/2025
L2146,S3398,8,5,44,68,7/15/2024
L2147,S13156,8,8,8,77,5/2/2024
L2148,S11297,8,7,8,51,4/4/2025
L2149,S13252,10,6,44,61,2/22/2024
L2150,S7820,5,6,34,20,4/9/2024
L2151,S13859,9,1,26,38,3/18/2024
L2152,S9176,7,7,19,71,11/19/2024
L2153,S7405,9,3,21,109,3/24/2025
L2154,S5606,14,7,20,111,9/17/2025
L2155,S9978,13,4,31,97,10/8/2024
L2156,S1092,13,4,47,105,1/1/2025
L2157,S8400,4,5,13,28,3/21/2025
L2158,S7424,4,6,39,116,3/16/2024
L2159,S9179,7,6,46,22,4/15/2024
L2160,S8958,13,3,44,56,6/11/2024
L2161,S10351,13,9,11,79,9/9/2025
L2162,S9649,16,3,33,39,6/6/2025
L2163,S11073,10,9,34,99,5/14/2024
L2164,S11453,16,9,9,45,5/17/2024
L2165,S14666,8,5,26,118,9/16/2025
L2166,S11846,14,5,46,63,5/6/2025
L2167,S3055,6,3,47,67,4/26/2024
L2168,S8311,1,1,22,72,7/19/2024
L2169,S10269,6,3,27,83,12/18/2024
L2170,S2599,6,5,12,118,8/9/2024
L2171,S7083,4,7,45,13,3/13/2025
L2172,S14238,15,4,10,42,7/15/2025
L2173,S6167,9,6,7,115,12/4/2024
L2174,S3948,3,4,6,71,10/2/2025
L2175,S1201,3,1,31,115,7/25/2025
L2176,S9586,10,2,25,49,2/14/2024
L2177,S4943,11,9,18,53,7/6/2024
L2178,S11404,11,4,46,17,7/16/2024
L2179,S10842,7,9,35,48,5/14/2025
L2180,S4594,14,1,44,35,9/14/2025
L2181,S9638,3,7,18,66,9/15/2025
L2182,S2797,1,7,5,26,10/9/2025
L2183,S12725,1,8,44,58,5/14/2024
L2184,S12248,9,5,9,78,4/20/2024
L2185,S2949,10,5,21,63,7/4/2025
L2186,S3337,7,7,49,31,11/16/2024
L2187,S4569,15,6,11,24,4/28/2025
L2188,S2500,1,8,22,30,4/12/2025
L2189,S7776,10,1,40,66,3/20/2024
L2190,S14424,14,9,24,49,5/14/2025
L2191,S11941,1,1,19,68,6/23/2024
L2192,S3982,6,5,20,91,10/19/2024
L2193,S7335,5,4,22,73,6/5/2024
L2194,S13780,14,8,6,111,1/20/2024
L2195,S7020,14,5,13,110,2/23/2025
L2196,S4126,12,7,19,10,6/23/2025
L2197,S1874,9,2,30,87,7/27/2025
L2198,S7423,12,1,13,17,2/28/2025
L2199,S6423,15,5,23,48,8/9/2024
L2200,S1078,12,6,29,110,2/4/2025
L2201,S6579,6,2,8,103,10/26/2024
L2202,S5536,6,4,34,13,7/14/2025
L2203,S10265,9,7,28,47,4/24/2025
L2204,S12235,5,5,26,113,5/10/2025
L2205,S3556,6,4,41,106,12/4/2024
L2206,S2678,3,6,40,25,7/2/2024
L2207,S10587,9,4,24,77,1/9/2024
L2208,S6388,2,2,12,109,3/14/2024
L2209,S7014,3,4,21,94,3/20/2024
L2210,S4531,11,5,25,21,1/26/2025
L2211,S14800,13,4,21,59,1/31/2025
L2212,S5746,8,9,5,98,1/3/2025
L2213,S4196,2,3,46,109,3/25/2025
L2214,S11975,7,1,5,33,4/10/2025
L2215,S10508,12,9,23,71,2/20/2025
L2216,S2458,3,7,47,71,1/28/2025
L2217,S10692,7,9,44,98,5/2/2025
L2218,S8104,2,3,37,48,12/16/2024
L2219,S9234,13,6,14,17,3/26/2024
L2220,S12478,10,1,10,70,6/1/2024
L2221,S14533,9,4,11,40,3/26/2025
L2222,S9233,15,7,15,22,8/13/2025
L2223,S4454,14,6,46,61,5/31/2025
L2224,S12717,6,9,39,90,4/19/2025
L2225,S2463,4,3,26,52,3/9/2025
L2226,S2307,16,7,27,118,3/29/2024
L2227,S7434,10,1,9,12,6/22/2024
L2228,S14721,14,6,16,88,8/28/2024
L2229,S13195,13,3,23,12,5/29/2024
L2230,S14952,2,1,45,42,8/28/2025
L2231,S10935,14,7,40,37,3/20/2024
L2232,S9944,1,4,49,59,8/8/2025
L2233,S6414,8,6,6,79,4/6/2025
L2234,S2721,16,2,34,46,9/8/2025
L2235,S3275,7,3,43,44,1/20/2024
L2236,S1451,8,2,22,10,5/13/2025
L2237,S8631,9,5,38,36,1/28/2025
L2238,S6694,4,9,47,113,4/28/2025
L2239,S8281,6,5,9,68,6/7/2024
L2240,S9528,2,2,36,110,4/28/2024
L2241,S14468,16,6,17,116,5/14/2024
L2242,S2098,10,9,14,80,4/4/2025
L2243,S13542,12,1,35,87,10/14/2025
L2244,S3004,11,4,13,34,6/5/2025
L2245,S13559,6,4,17,41,1/7/2025
L2246,S3982,6,9,49,78,1/27/2024
L2247,S11026,1,8,20,57,10/31/2024
L2248,S6332,8,4,22,52,9/10/2024
L2249,S10992,4,2,7,85,6/8/2025
L2250,S2644,14,5,39,39,6/25/2025
L2251,S7261,8,6,17,84,11/28/2024
L2252,S6386,14,7,40,92,5/5/2025
L2253,S8026,1,4,32,22,6/16/2024
L2254,S12000,10,3,18,27,12/4/2024
L2255,S7364,13,6,14,90,2/12/2025
L2256,S12337,11,5,38,74,5/22/2024
L2257,S5373,4,4,7,59,10/17/2024
L2258,S2894,10,3,6,94,1/9/2024
L2259,S9520,11,4,11,89,10/9/2024
L2260,S2072,9,6,19,41,5/1/2024
L2261,S3805,1,8,36,19,4/28/2025
L2262,S1310,8,7,25,97,8/20/2025
L2263,S10306,11,9,29,66,7/14/2024
L2264,S1631,1,7,7,29,4/22/2025
L2265,S8834,2,8,19,35,4/20/2024
L2266,S3180,14,8,43,92,4/24/2024
L2267,S12540,4,7,35,50,2/18/2024
L2268,S1697,8,3,22,87,9/22/2024
L2269,S9425,15,8,7,96,5/4/2024
L2270,S5032,16,9,35,20,8/5/2024
L2271,S10543,13,7,18,46,2/1/2024
L2272,S9267,13,5,30,92,3/3/2024
L2273,S10444,6,6,48,113,8/28/2025
L2274,S9487,9,7,27,31,6/24/2024
L2275,S5871,10,9,37,115,6/26/2024
L2276,S3144,16,2,33,27,7/24/2025
L2277,S14416,6,3,35,56,5/12/2025
L2278,S1508,12,8,9,83,5/26/2025
L2279,S7015,7,7,6,15,1/23/2025
L2280,S5475,13,2,7,99,7/4/2025
L2281,S4175,5,4,15,83,10/29/2024
L2282,S5938,1,8,33,74,12/16/2024
L2283,S12408,3,2,39,92,7/29/2024
L2284,S5660,6,2,24,47,2/9/2025
L2285,S1002,11,2,27,82,5/12/2024
L2286,S4182,2,2,21,72,6/15/2025
L2287,S11935,6,2,42,93,6/26/2025
L2288,S13223,3,1,11,20,2/25/2024
L2289,S2707,5,6,19,14,12/29/2024
L2290,S5682,11,8,38,97,9/1/2024
L2291,S12231,10,1,27,40,7/9/2025
L2292,S3209,13,4,9,97,1/10/2024
L2293,S4671,12,1,13,13,12/15/2024
L2294,S12237,6,8,25,26,4/21/2025
L2295,S10122,5,6,49,96,10/19/2025
L2296,S5570,1,6,45,44,2/26/2025
L2297,S2617,7,5,8,57,9/12/2024
L2298,S13346,5,1,18,107,5/6/2024
L2299,S12565,1,8,18,104,4/14/2025
L2300,S7089,5,1,22,22,9/21/2025
L2301,S2117,13,9,7,68,4/21/2024
L2302,S2426,9,7,24,40,4/16/2025
L2303,S9803,12,4,23,83,1/7/2024
L2304,S13318,4,9,12,50,5/12/2024
L2305,S5129,6,2,9,50,8/5/2025
L2306,S1843,3,5,37,58,9/1/2025
L2307,S12099,7,9,47,96,5/20/2024
L2308,S8054,14,9,41,12,5/15/2024
L2309,S8435,16,9,26,53,4/15/2024
L2310,S1630,6,1,47,11,5/24/2025
L2311,S5502,15,8,5,101,8/22/2025
L2312,S11566,9,3,41,64,8/10/2024
L2313,S12724,5,2,47,52,4/7/2024
L2314,S11122,14,8,42,113,10/5/2024
L2315,S14990,9,7,25,27,7/7/2025
L2316,S8325,7,1,35,115,3/24/2025
L2317,S5923,2,6,20,111,1/30/2024
L2318,S3850,16,7,25,102,2/27/2024
L2319,S6237,6,2,6,98,1/18/2025
L2320,S14464,4,5,38,96,12/24/2024
L2321,S9195,8,2,24,59,1/10/2024
L2322,S14414,10,6,31,66,4/22/2024
L2323,S1899,11,6,10,102,4/22/2024
L2324,S14368,14,5,11,82,12/18/2024
L2325,S11884,11,9,27,69,8/11/2025
L2326,S2229,2,8,28,91,6/27/2024
L2327,S4120,4,6,36,62,5/10/2024
L2328,S10718,13,8,31,87,4/24/2025
L2329,S2902,9,6,10,105,8/8/2025
L2330,S5579,5,9,49,70,9/18/2024
L2331,S1064,1,9,6,58,1/7/2025
L2332,S4825,10,5,25,92,4/10/2025
L2333,S8014,15,1,7,100,1/21/2024
L2334,S9857,3,4,49,92,10/25/2024
L2335,S13243,15,7,34,90,3/26/2024
L2336,S2746,13,7,6,26,12/18/2024
L2337,S10318,11,1,29,28,7/19/2025
L2338,S13217,5,2,18,74,5/4/2024
L2339,S7741,6,8,28,38,8/30/2025
L2340,S7330,16,6,24,108,7/29/2024
L2341,S13783,12,5,47,49,9/7/2024
L2342,S2760,9,8,34,21,1/6/2024
L2343,S13267,6,3,35,114,10/25/2024
L2344,S8801,10,1,26,98,11/26/2024
L2345,S5319,3,3,6,93,4/1/2024
L2346,S9297,11,9,36,89,7/9/2025
L2347,S11301,12,9,30,119,9/29/2024
L2348,S4019,3,9,15,88,1/5/2024
L2349,S1135,11,3,44,107,3/28/2024
L2350,S1074,9,7,14,112,11/10/2024
L2351,S10847,10,8,8,93,8/31/2025
L2352,S11560,16,5,41,31,7/3/2025
L2353,S14137,7,4,23,57,8/31/2024
L2354,S9430,6,5,34,47,7/27/2024
L2355,S5496,14,3,15,23,7/25/2025
L2356,S11753,9,1,27,19,1/29/2024
L2357,S7494,12,3,45,56,1/31/2025
L2358,S13067,13,1,43,21,9/11/2025
L2359,S1072,9,6,49,98,10/2/2025
L2360,S14366,10,2,26,87,6/27/2024
L2361,S5313,11,6,6,46,3/17/2024
L2362,S4617,9,7,42,56,8/19/2024
L2363,S6013,1,8,9,89,12/28/2024
L2364,S12828,5,8,40,78,2/19/2025
L2365,S9465,10,6,43,56,3/29/2025
L2366,S4018,6,9,27,37,5/27/2025
L2367,S7631,8,3,31,75,3/9/2025
L2368,S11337,4,6,41,47,5/5/2025
L2369,S11120,2,7,35,86,1/4/2024
L2370,S1564,15,1,27,66,3/31/2024
L2371,S14459,7,8,41,70,9/16/2024
L2372,S7090,1,7,11,40,5/4/2024
L2373,S12105,8,9,39,104,11/15/2024
L2374,S6680,4,9,34,38,7/29/2024
L2375,S14957,14,1,16,72,6/22/2024
L2376,S8683,12,8,25,59,2/13/2024
L2377,S9325,13,7,22,104,1/24/2024
L2378,S4371,14,5,21,44,7/4/2024
L2379,S12882,6,9,46,98,7/18/2024
L2380,S12847,8,1,23,79,8/14/2024
L2381,S5974,1,8,48,84,4/9/2025
L2382,S2193,10,5,22,111,11/2/2024
L2383,S8502,6,2,43,35,4/18/2025
L2384,S7855,3,3,22,18,10/10/2025
L2385,S12803,4,1,43,66,3/9/2024
L2386,S11555,5,1,37,23,2/12/2025
L2387,S1475,13,7,39,74,11/19/2024
L2388,S3800,1,7,21,112,8/2/2024
L2389,S12505,4,1,39,90,6/4/2024
L2390,S8514,9,7,13,66,8/31/2024
L2391,S4255,11,7,10,81,8/20/2025
L2392,S13849,14,7,15,66,6/12/2025
L2393,S3621,10,8,35,16,10/7/2024
L2394,S2443,12,4,39,27,5/27/2025
L2395,S12772,2,4,47,96,6/1/2024
L2396,S9804,13,1,36,52,9/25/2025
L2397,S11015,9,6,43,52,11/18/2024
L2398,S8666,15,6,29,71,7/15/2025
L2399,S2114,15,5,33,108,8/23/2024
L2400,S1731,2,2,7,20,4/7/2025
L2401,S12573,13,9,46,14,5/27/2024
L2402,S2206,1,7,11,15,8/16/2025
L2403,S1702,6,2,7,51,2/20/2024
L2404,S5250,3,7,28,85,10/8/2025
L2405,S2273,6,8,12,89,9/2/2025
L2406,S10912,10,5,16,75,2/18/2025
L2407,S9677,5,2,10,18,4/23/2024
L2408,S1971,10,9,15,26,2/19/2024
L2409,S8431,1,6,27,118,5/22/2024
L2410,S3738,15,1,18,50,1/11/2024
L2411,S1986,7,8,33,113,10/14/2024
L2412,S9020,9,6,40,97,8/27/2025
L2413,S8269,16,6,27,106,9/20/2025
L2414,S8029,12,3,28,52,2/19/2025
L2415,S2736,12,4,14,96,6/16/2024
L2416,S7583,12,9,49,76,9/16/2024
L2417,S13649,5,2,34,65,2/3/2024
L2418,S6089,14,1,36,55,4/22/2025
L2419,S12451,14,6,16,40,5/18/2025
L2420,S8442,12,5,18,98,3/5/2025
L2421,S3289,11,3,41,83,9/16/2024
L2422,S9038,9,6,6,24,8/7/2025
L2423,S9929,12,6,10,84,3/17/2025
L2424,S6562,11,3,17,70,10/26/2024
L2425,S1028,9,9,32,86,1/24/2025
L2426,S2068,16,1,17,25,5/19/2024
L2427,S12302,1,7,23,70,7/16/2024
L2428,S14244,5,1,42,83,7/27/2024
L2429,S12871,1,5,25,90,5/13/2024
L2430,S8885,1,4,42,80,9/26/2025
L2431,S2550,4,7,7,104,2/8/2025
L2432,S4214,10,3,11,26,11/30/2024
L2433,S7720,5,8,30,11,6/20/2025
L2434,S7963,11,9,31,106,6/20/2024
L2435,S3316,10,6,15,114,5/3/2024
L2436,S8072,7,6,33,71,3/20/2024
L2437,S1245,16,9,38,76,12/8/2024
L2438,S11609,4,9,46,13,11/2/2024
L2439,S13528,2,8,6,61,1/1/2024
L2440,S5540,13,2,37,114,9/8/2024
L2441,S4399,16,8,35,83,3/10/2024
L2442,S9524,2,5,7,45,5/19/2024
L2443,S8082,9,6,10,78,2/5/2024
L2444,S4557,16,9,43,107,10/2/2025
L2445,S4442,16,1,44,25,4/26/2025
L2446,S1764,13,6,8,107,2/29/2024
L2447,S3664,6,4,9,13,9/24/2025
L2448,S1023,9,3,36,35,11/15/2024
L2449,S4483,6,2,43,12,2/20/2025
L2450,S14853,8,7,29,57,5/31/2024
L2451,S8404,2,3,37,109,3/22/2025
L2452,S3398,11,1,36,94,9/13/2024
L2453,S13520,12,4,49,44,10/12/2025
L2454,S3872,15,2,19,35,7/8/2025
L2455,S11898,14,8,25,103,9/23/2024
L2456,S7621,2,1,46,18,9/27/2025
L2457,S1575,16,4,46,10,7/10/2025
L2458,S11178,2,4,28,57,2/29/2024
L2459,S13056,15,5,32,69,11/10/2024
L2460,S9774,15,1,24,68,10/12/2024
L2461,S13836,3,3,18,104,5/4/2025
L2462,S2933,2,7,49,78,6/10/2025
L2463,S12177,16,9,43,66,7/22/2024
L2464,S7008,1,6,26,97,8/28/2024
L2465,S10071,8,8,33,10,7/5/2024
L2466,S2405,11,4,47,86,6/13/2024
L2467,S7467,15,9,48,47,1/7/2024
L2468,S7743,10,9,5,64,1/14/2024
L2469,S14077,6,8,24,114,5/15/2024
L2470,S14729,12,6,43,96,5/4/2025
L2471,S4580,2,5,42,60,2/12/2024
L2472,S7062,10,8,30,90,5/31/2024
L2473,S3802,2,3,9,93,5/12/2025
L2474,S13431,8,9,47,24,4/18/2025
L2475,S1234,13,5,35,89,2/5/2025
L2476,S4496,12,7,34,17,7/17/2024
L2477,S2059,7,7,28,78,3/30/2025
L2478,S7124,16,6,34,60,12/4/2024
L2479,S13077,13,1,25,49,2/29/2024
L2480,S12544,7,5,16,20,4/21/2024
L2481,S6833,14,6,39,51,3/7/2024
L2482,S5769,14,2,11,110,10/19/2025
L2483,S13301,15,8,22,100,5/8/2025
L2484,S10994,16,1,9,110,10/27/2024
L2485,S7874,2,9,33,109,1/20/2025
L2486,S12987,10,1,21,35,12/8/2024
L2487,S2880,7,3,37,67,4/26/2025
L2488,S5872,1,2,31,48,7/11/2025
L2489,S9318,10,8,21,32,1/28/2025
L2490,S7878,9,3,10,84,6/1/2025
L2491,S12994,13,1,39,76,11/12/2024
L2492,S6073,6,8,18,55,8/8/2024
L2493,S7509,2,9,40,76,5/9/2025
L2494,S6280,9,3,26,45,3/31/2024
L2495,S8417,1,4,32,33,7/17/2024
L2496,S1437,15,8,31,33,7/17/2024
L2497,S4187,3,1,5,108,10/14/2025
L2498,S13712,8,7,27,109,10/9/2024
L2499,S8354,1,8,9,72,5/26/2025
L2500,S6616,12,3,21,27,3/5/2025
L2501,S3268,1,6,5,50,4/4/2024
L2502,S9773,11,4,13,104,10/20/2024
L2503,S12747,8,5,33,112,1/12/2024
L2504,S6170,1,9,17,75,1/24/2024
L2505,S6969,15,3,7,103,6/6/2024
L2506,S10905,13,8,46,117,3/22/2024
L2507,S7631,12,2,17,74,9/8/2025
L2508,S14728,13,2,42,112,5/3/2025
L2509,S12642,5,4,33,36,7/8/2024
L2510,S13184,14,6,38,43,2/9/2024
L2511,S9239,6,1,24,78,3/20/2024
L2512,S9033,6,7,33,70,1/28/2024
L2513,S11567,15,2,22,48,5/7/2024
L2514,S4580,13,7,39,67,8/2/2025
L2515,S14818,8,5,15,77,1/21/2025
L2516,S14749,14,6,47,78,5/5/2025
L2517,S9353,9,2,7,42,8/31/2025
L2518,S14910,14,4,47,95,12/14/2024
L2519,S4995,16,3,49,22,5/21/2024
L2520,S11150,7,3,12,86,7/6/2025
L2521,S4666,16,7,48,56,8/16/2024
L2522,S5873,6,4,47,58,7/9/2024
L2523,S11513,7,7,25,86,6/6/2024
L2524,S14360,8,8,25,40,12/20/2024
L2525,S2078,3,9,47,81,4/18/2025
L2526,S9127,10,1,46,85,10/19/2025
L2527,S2843,12,7,31,88,4/11/2024
L2528,S8712,10,4,34,72,7/18/2025
L2529,S3271,15,3,6,20,2/5/2025
L2530,S3213,15,3,7,116,2/14/2024
L2531,S13219,14,5,6,36,12/16/2024
L2532,S14867,16,8,20,56,4/10/2024
L2533,S4090,11,2,14,51,10/23/2024
L2534,S5161,15,4,38,81,7/28/2024
L2535,S8072,4,2,41,80,7/5/2025
L2536,S5958,15,8,11,59,9/8/2024
L2537,S1718,14,5,40,34,1/12/2025
L2538,S12070,10,3,20,103,2/17/2024
L2539,S1004,13,5,10,38,2/22/2025
L2540,S1313,12,7,39,101,8/9/2024
L2541,S3854,13,3,22,112,10/5/2025
L2542,S14951,5,2,37,79,10/5/2024
L2543,S1767,13,8,29,56,1/1/2025
L2544,S9270,6,6,46,117,12/6/2024
L2545,S7753,5,9,32,87,5/15/2024
L2546,S12544,7,8,42,51,1/14/2025
L2547,S10985,11,3,44,59,7/10/2025
L2548,S7697,1,4,29,35,1/13/2025
L2549,S12219,2,1,36,76,9/16/2025
L2550,S6231,10,8,31,93,3/22/2024
L2551,S14708,8,7,13,104,8/15/2025
L2552,S13619,13,2,14,113,4/11/2025
L2553,S3402,8,6,40,61,3/12/2024
L2554,S5523,6,4,32,31,8/11/2024
L2555,S4300,3,1,20,37,1/19/2025
L2556,S10988,10,9,7,77,9/26/2024
L2557,S2057,5,2,29,101,7/24/2024
L2558,S3566,12,8,22,16,10/6/2025
L2559,S13237,10,6,12,81,11/10/2024
L2560,S2335,13,2,49,103,10/21/2024
L2561,S13310,13,9,39,47,1/19/2025
L2562,S13077,8,4,38,66,12/17/2024
L2563,S12840,1,4,11,85,2/15/2025
L2564,S6294,14,8,24,37,3/3/2025
L2565,S7192,11,1,11,40,5/9/2025
L2566,S13606,9,5,15,71,1/9/2024
L2567,S10890,3,6,7,96,10/10/2025
L2568,S1481,1,4,16,68,6/26/2024
L2569,S4034,15,2,40,34,8/14/2025
L2570,S1487,9,2,7,59,8/28/2024
L2571,S3597,14,3,23,110,6/6/2024
L2572,S6450,6,2,46,119,12/2/2024
L2573,S7112,1,8,11,83,8/31/2025
L2574,S10960,8,8,12,118,1/26/2025
L2575,S1925,14,4,29,76,9/6/2025
L2576,S14513,15,6,15,40,10/9/2024
L2577,S9633,1,5,10,74,8/29/2025
L2578,S5191,12,2,27,90,5/16/2024
L2579,S3098,4,8,18,37,8/7/2025
L2580,S4335,5,1,25,91,3/4/2024
L2581,S5721,14,2,41,87,12/19/2024
L2582,S9283,8,9,30,32,10/18/2024
L2583,S11168,16,5,18,111,5/18/2024
L2584,S13902,7,7,43,67,4/17/2024
L2585,S11382,1,5,45,109,9/20/2024
L2586,S10809,3,8,26,75,1/2/2024
L2587,S10157,4,6,45,53,8/29/2025
L2588,S11963,2,7,28,21,2/8/2024
L2589,S4025,15,4,10,24,9/20/2024
L2590,S11620,15,4,45,30,8/30/2024
L2591,S10424,2,5,17,72,11/7/2024
L2592,S6080,2,4,10,102,1/17/2024
L2593,S13024,16,2,22,105,8/24/2025
L2594,S8932,16,3,24,111,2/28/2024
L2595,S9657,3,3,9,43,7/26/2024
