Insight_ID,Student_ID,Risk_Level,Message,Date,Semester
I1210,S2210,Medium,Consider reaching out to your academic coach.,4/3/2024,Spring 2024
I1211,S2211,Low,Attendance could be improved.,3/15/2025,Spring 2025
I1212,S2212,Low,Keep up the great work!,3/25/2024,Spring 2024
I1213,S2213,Low,Consider reaching out to your academic coach.,8/28/2024,Fall 2024
I1214,S2214,Low,"You’re doing well, stay consistent.",5/12/2024,Spring 2024
I1215,S2215,Low,"You’re doing well, stay consistent.",4/24/2024,Spring 2024
I1216,S2216,Low,Attendance could be improved.,5/6/2025,Spring 2025
I1217,S2217,Low,Keep up the great work!,10/8/2024,Fall 2024
I1218,S2218,High,Consider reaching out to your academic coach.,8/26/2025,Spring 2025
I1219,S2219,High,"You’re doing well, stay consistent.",8/24/2025,Spring 2025
I1220,S2220,Medium,Attendance could be improved.,9/17/2025,Spring 2025
I1221,S2221,Low,Attendance could be improved.,12/23/2024,Fall 2024
I1222,S2222,Low,"You’re doing well, stay consistent.",4/24/2024,Spring 2024
I1223,S2223,Low,Keep up the great work!,6/9/2024,Fall 2024
I1224,S2224,Low,Keep up the great work!,7/8/2024,Fall 2024
I1225,S2225,Low,"You’re doing well, stay consistent.",12/30/2024,Fall 2024
I1226,S2226,Low,Keep up the great work!,3/11/2025,Spring 2025
I1227,S2227,Low,Consider reaching out to your academic coach.,9/11/2024,Fall 2024
I1228,S2228,Low,"You’re doing well, stay consistent.",9/5/2024,Fall 2024
I1229,S2229,Medium,Consider reaching out to your academic coach.,8/19/2025,Spring 2025
I1230,S2230,High,"You’re doing well, stay consistent.",9/28/2024,Fall 2024
I1231,S2231,Low,"You’re doing well, stay consistent.",2/3/2025,Spring 2025
I1232,S2232,Low,Keep up the great work!,3/29/2025,Spring 2025
I1233,S2233,High,"You’re doing well, stay consistent.",1/18/2024,Spring 2024
I1234,S2234,Medium,"You’re doing well, stay consistent.",5/2/2025,Spring 2025
I1235,S2235,Low,Attendance could be improved.,10/24/2024,Fall 2024
I1236,S2236,Low,Consider reaching out to your academic coach.,2/24/2024,Spring 2024
I1237,S2237,Low,"You’re doing well, stay consistent.",4/16/2025,Spring 2025
I1238,S2238,Low,Attendance could be improved.,11/1/2024,Fall 2024
I1239,S2239,Medium,Keep up the great work!,10/4/2025,Spring 2025
I1240,S2240,Low,"You’re doing well, stay consistent.",1/14/2024,Spring 2024
I1241,S2241,Medium,"You’re doing well, stay consistent.",11/18/2024,Fall 2024
I1242,S2242,Low,Keep up the great work!,6/5/2024,Fall 2024
I1243,S2243,Low,Consider reaching out to your academic coach.,6/9/2024,Fall 2024
I1244,S2244,Medium,Attendance could be improved.,8/20/2025,Spring 2025
I1245,S2245,Medium,Keep up the great work!,10/10/2024,Fall 2024
I1246,S2246,Low,Consider reaching out to your academic coach.,2/4/2025,Spring 2025
I1247,S2247,Low,Attendance could be improved.,1/12/2025,Spring 2025
I1248,S2248,Medium,"You’re doing well, stay consistent.",8/1/2025,Spring 2025
I1249,S2249,Low,Keep up the great work!,1/5/2025,Spring 2025
I1250,S2250,Low,"You’re doing well, stay consistent.",12/2/2024,Fall 2024
I1251,S2251,High,Attendance could be improved.,7/6/2024,Fall 2024
I1252,S2252,High,Attendance could be improved.,10/10/2024,Fall 2024
I1253,S2253,Low,Attendance could be improved.,6/9/2025,Spring 2025
I1254,S2254,Medium,Keep up the great work!,1/17/2024,Spring 2024
I1255,S2255,Medium,Keep up the great work!,10/10/2025,Spring 2025
I1256,S2256,Low,Attendance could be improved.,1/26/2025,Spring 2025
I1257,S2257,Medium,"You’re doing well, stay consistent.",5/31/2025,Spring 2025
I1258,S2258,Low,Consider reaching out to your academic coach.,10/23/2024,Fall 2024
I1259,S2259,Medium,Attendance could be improved.,6/12/2025,Spring 2025
I1260,S2260,Medium,Consider reaching out to your academic coach.,8/7/2024,Fall 2024
I1261,S2261,Low,"You’re doing well, stay consistent.",1/21/2025,Spring 2025
I1262,S2262,Medium,Keep up the great work!,2/5/2024,Spring 2024
I1263,S2263,Low,Consider reaching out to your academic coach.,9/14/2024,Fall 2024
I1264,S2264,Medium,Consider reaching out to your academic coach.,10/19/2025,Spring 2025
I1265,S2265,Low,"You’re doing well, stay consistent.",10/23/2024,Fall 2024
I1266,S2266,Medium,Consider reaching out to your academic coach.,3/12/2025,Spring 2025
I1267,S2267,Medium,Consider reaching out to your academic coach.,8/6/2025,Spring 2025
I1268,S2268,High,Consider reaching out to your academic coach.,9/29/2025,Spring 2025
I1269,S2269,Low,Keep up the great work!,7/14/2025,Spring 2025
I1270,S2270,Medium,Keep up the great work!,2/28/2024,Spring 2024
I1271,S2271,Low,"You’re doing well, stay consistent.",2/19/2025,Spring 2025
I1272,S2272,Medium,Consider reaching out to your academic coach.,6/28/2025,Spring 2025
I1273,S2273,Low,Attendance could be improved.,10/18/2024,Fall 2024
I1274,S2274,Low,"You’re doing well, stay consistent.",4/16/2025,Spring 2025
I1275,S2275,Low,Attendance could be improved.,5/25/2025,Spring 2025
I1276,S2276,Medium,Attendance could be improved.,9/7/2025,Spring 2025
I1277,S2277,Medium,Keep up the great work!,2/29/2024,Spring 2024
I1278,S2278,Low,Keep up the great work!,11/15/2024,Fall 2024
I1279,S2279,Medium,Keep up the great work!,8/23/2025,Spring 2025
I1280,S2280,Medium,Consider reaching out to your academic coach.,8/29/2025,Spring 2025
I1281,S2281,Medium,Keep up the great work!,6/28/2024,Fall 2024
I1282,S2282,Low,Keep up the great work!,6/23/2025,Spring 2025
I1283,S2283,Low,"You’re doing well, stay consistent.",6/28/2025,Spring 2025
I1284,S2284,Medium,Consider reaching out to your academic coach.,10/7/2025,Spring 2025
I1285,S2285,High,Attendance could be improved.,9/20/2024,Fall 2024
I1286,S2286,Medium,Attendance could be improved.,11/16/2024,Fall 2024
I1287,S2287,Medium,"You’re doing well, stay consistent.",3/15/2025,Spring 2025
I1288,S2288,Low,Consider reaching out to your academic coach.,7/27/2024,Fall 2024
I1289,S2289,Medium,Keep up the great work!,7/26/2025,Spring 2025
I1290,S2290,High,Keep up the great work!,12/11/2024,Fall 2024
I1291,S2291,Medium,Keep up the great work!,5/18/2025,Spring 2025
I1292,S2292,Medium,Keep up the great work!,9/7/2024,Fall 2024
I1293,S2293,Low,"You’re doing well, stay consistent.",8/13/2024,Fall 2024
I1294,S2294,Low,Attendance could be improved.,2/1/2024,Spring 2024
I1295,S2295,Low,Keep up the great work!,8/3/2024,Fall 2024
I1296,S2296,Low,"You’re doing well, stay consistent.",3/30/2025,Spring 2025
I1297,S2297,High,"You’re doing well, stay consistent.",4/22/2024,Spring 2024
I1298,S2298,Medium,Keep up the great work!,2/4/2024,Spring 2024
I1299,S2299,Low,Keep up the great work!,9/27/2025,Spring 2025
I1300,S2300,Low,Consider reaching out to your academic coach.,5/6/2024,Spring 2024
I1301,S2301,Low,Consider reaching out to your academic coach.,11/18/2024,Fall 2024
I1302,S2302,Low,"You’re doing well, stay consistent.",4/19/2024,Spring 2024
I1303,S2303,Low,"You’re doing well, stay consistent.",4/25/2024,Spring 2024
I1304,S2304,Low,"You’re doing well, stay consistent.",6/26/2024,Fall 2024
I1305,S2305,Low,"You’re doing well, stay consistent.",2/19/2024,Spring 2024
I1306,S2306,Medium,Attendance could be improved.,4/20/2025,Spring 2025
I1307,S2307,Medium,Keep up the great work!,2/17/2025,Spring 2025
I1308,S2308,Low,"You’re doing well, stay consistent.",11/25/2024,Fall 2024
I1309,S2309,Low,"You’re doing well, stay consistent.",2/22/2025,Spring 2025
I1310,S2310,High,"You’re doing well, stay consistent.",3/23/2024,Spring 2024
I1311,S2311,Medium,Consider reaching out to your academic coach.,12/28/2024,Fall 2024
I1312,S2312,Medium,Keep up the great work!,5/14/2024,Spring 2024
I1313,S2313,Medium,Consider reaching out to your academic coach.,2/28/2024,Spring 2024
I1314,S2314,Low,"You’re doing well, stay consistent.",1/4/2024,Spring 2024
I1315,S2315,Medium,Consider reaching out to your academic coach.,1/6/2025,Spring 2025
I1316,S2316,Low,Consider reaching out to your academic coach.,3/1/2025,Spring 2025
I1317,S2317,Low,Attendance could be improved.,4/18/2025,Spring 2025
I1318,S2318,Medium,"You’re doing well, stay consistent.",2/15/2025,Spring 2025
I1319,S2319,Medium,"You’re doing well, stay consistent.",6/12/2025,Spring 2025
I1320,S2320,Medium,Attendance could be improved.,11/16/2024,Fall 2024
I1321,S2321,Low,Consider reaching out to your academic coach.,11/29/2024,Fall 2024
I1322,S2322,Low,Keep up the great work!,7/6/2025,Spring 2025
I1323,S2323,Low,Keep up the great work!,9/30/2025,Spring 2025
I1324,S2324,High,"You’re doing well, stay consistent.",8/12/2024,Fall 2024
I1325,S2325,Medium,Consider reaching out to your academic coach.,5/15/2024,Spring 2024
I1326,S2326,Low,"You’re doing well, stay consistent.",11/29/2024,Fall 2024
I1327,S2327,Low,Consider reaching out to your academic coach.,6/2/2025,Spring 2025
I1328,S2328,Low,Keep up the great work!,2/5/2025,Spring 2025
I1329,S2329,High,"You’re doing well, stay consistent.",9/4/2024,Fall 2024
I1330,S2330,High,Attendance could be improved.,8/8/2025,Spring 2025
I1331,S2331,High,Keep up the great work!,2/15/2024,Spring 2024
I1332,S2332,High,Keep up the great work!,2/27/2025,Spring 2025
I1333,S2333,High,Consider reaching out to your academic coach.,1/3/2025,Spring 2025
I1334,S2334,Low,Consider reaching out to your academic coach.,3/9/2024,Spring 2024
I1335,S2335,Medium,Consider reaching out to your academic coach.,5/7/2024,Spring 2024
I1336,S2336,Low,"You’re doing well, stay consistent.",2/11/2025,Spring 2025
I1337,S2337,High,Consider reaching out to your academic coach.,5/13/2025,Spring 2025
I1338,S2338,Low,"You’re doing well, stay consistent.",3/23/2025,Spring 2025
I1339,S2339,Low,Consider reaching out to your academic coach.,1/20/2024,Spring 2024
I1340,S2340,Low,Keep up the great work!,7/14/2024,Fall 2024
I1341,S2341,Low,Keep up the great work!,5/5/2024,Spring 2024
I1342,S2342,Medium,Keep up the great work!,9/22/2024,Fall 2024
I1343,S2343,High,Consider reaching out to your academic coach.,12/11/2024,Fall 2024
I1344,S2344,Medium,Consider reaching out to your academic coach.,3/13/2025,Spring 2025
I1345,S2345,Medium,Consider reaching out to your academic coach.,6/30/2025,Spring 2025
I1346,S2346,High,Keep up the great work!,11/12/2024,Fall 2024
I1347,S2347,Low,Consider reaching out to your academic coach.,5/11/2025,Spring 2025
I1348,S2348,Low,Keep up the great work!,8/7/2024,Fall 2024
I1349,S2349,Low,Consider reaching out to your academic coach.,3/4/2025,Spring 2025
I1350,S2350,Medium,Keep up the great work!,3/15/2025,Spring 2025
I1351,S2351,Low,Consider reaching out to your academic coach.,1/16/2024,Spring 2024
I1352,S2352,Medium,"You’re doing well, stay consistent.",1/18/2025,Spring 2025
I1353,S2353,High,Consider reaching out to your academic coach.,8/22/2024,Fall 2024
I1354,S2354,Low,"You’re doing well, stay consistent.",3/10/2025,Spring 2025
I1355,S2355,Low,Keep up the great work!,9/19/2024,Fall 2024
I1356,S2356,Low,Consider reaching out to your academic coach.,1/4/2024,Spring 2024
I1357,S2357,Low,Keep up the great work!,10/20/2024,Fall 2024
I1358,S2358,Low,Attendance could be improved.,2/1/2025,Spring 2025
I1359,S2359,High,Keep up the great work!,7/4/2025,Spring 2025
I1360,S2360,Low,"You’re doing well, stay consistent.",8/3/2024,Fall 2024
I1361,S2361,Low,Attendance could be improved.,12/16/2024,Fall 2024
I1362,S2362,Low,Attendance could be improved.,3/17/2024,Spring 2024
I1363,S2363,Low,"You’re doing well, stay consistent.",6/3/2025,Spring 2025
I1364,S2364,Medium,"You’re doing well, stay consistent.",10/1/2024,Fall 2024
I1365,S2365,Low,Keep up the great work!,4/19/2025,Spring 2025
I1366,S2366,High,Consider reaching out to your academic coach.,8/18/2025,Spring 2025
I1367,S2367,Low,Keep up the great work!,4/18/2024,Spring 2024
I1368,S2368,High,"You’re doing well, stay consistent.",6/7/2024,Fall 2024
I1369,S2369,Low,Keep up the great work!,2/12/2024,Spring 2024
I1370,S2370,Low,Attendance could be improved.,4/24/2024,Spring 2024
I1371,S2371,Low,Attendance could be improved.,6/30/2025,Spring 2025
I1372,S2372,Medium,Attendance could be improved.,8/9/2024,Fall 2024
I1373,S2373,High,Consider reaching out to your academic coach.,4/11/2024,Spring 2024
I1374,S2374,Low,"You’re doing well, stay consistent.",6/1/2024,Fall 2024
I1375,S2375,Low,Attendance could be improved.,7/9/2024,Fall 2024
I1376,S2376,Medium,Consider reaching out to your academic coach.,8/25/2025,Spring 2025
I1377,S2377,Medium,Consider reaching out to your academic coach.,10/14/2025,Spring 2025
I1378,S2378,Low,Consider reaching out to your academic coach.,1/27/2024,Spring 2024
I1379,S2379,Low,Keep up the great work!,5/20/2025,Spring 2025
I1380,S2380,Low,Keep up the great work!,2/13/2025,Spring 2025
I1381,S2381,Low,Consider reaching out to your academic coach.,8/25/2024,Fall 2024
I1382,S2382,High,Attendance could be improved.,8/21/2025,Spring 2025
I1383,S2383,Medium,Attendance could be improved.,9/5/2024,Fall 2024
I1384,S2384,Low,Consider reaching out to your academic coach.,7/5/2024,Fall 2024
I1385,S2385,Medium,"You’re doing well, stay consistent.",2/22/2025,Spring 2025
I1386,S2386,Low,Keep up the great work!,8/12/2024,Fall 2024
I1387,S2387,Medium,"You’re doing well, stay consistent.",7/25/2025,Spring 2025
I1388,S2388,Low,Keep up the great work!,7/4/2025,Spring 2025
I1389,S2389,Medium,Consider reaching out to your academic coach.,7/23/2024,Fall 2024
I1390,S2390,Medium,Keep up the great work!,9/1/2025,Spring 2025
I1391,S2391,Medium,"You’re doing well, stay consistent.",9/7/2024,Fall 2024
I1392,S2392,Low,Consider reaching out to your academic coach.,8/31/2025,Spring 2025
I1393,S2393,High,"You’re doing well, stay consistent.",1/29/2024,Spring 2024
I1394,S2394,Medium,Attendance could be improved.,8/11/2025,Spring 2025
I1395,S2395,Low,Attendance could be improved.,9/17/2024,Fall 2024
I1396,S2396,Medium,"You’re doing well, stay consistent.",8/3/2024,Fall 2024
I1397,S2397,Low,Keep up the great work!,1/2/2024,Spring 2024
I1398,S2398,Low,Attendance could be improved.,8/28/2024,Fall 2024
I1399,S2399,Medium,Consider reaching out to your academic coach.,10/26/2024,Fall 2024
I1400,S2400,High,Attendance could be improved.,2/10/2024,Spring 2024
I1401,S2401,Low,"You’re doing well, stay consistent.",12/6/2024,Fall 2024
I1402,S2402,Low,Keep up the great work!,3/30/2025,Spring 2025
I1403,S2403,Medium,Attendance could be improved.,2/3/2025,Spring 2025
I1404,S2404,Medium,Attendance could be improved.,8/19/2024,Fall 2024
I1405,S2405,High,Keep up the great work!,3/18/2024,Spring 2024
I1406,S2406,Low,"You’re doing well, stay consistent.",9/6/2024,Fall 2024
I1407,S2407,Medium,Keep up the great work!,5/11/2024,Spring 2024
I1408,S2408,Low,Attendance could be improved.,9/2/2024,Fall 2024
I1409,S2409,Low,Keep up the great work!,4/19/2025,Spring 2025
I1410,S2410,Low,Attendance could be improved.,1/29/2025,Spring 2025
I1411,S2411,High,Keep up the great work!,10/14/2025,Spring 2025
I1412,S2412,High,Consider reaching out to your academic coach.,9/27/2025,Spring 2025
I1413,S2413,Low,Consider reaching out to your academic coach.,9/3/2025,Spring 2025
I1414,S2414,Low,Consider reaching out to your academic coach.,4/6/2025,Spring 2025
I1415,S2415,Medium,Consider reaching out to your academic coach.,4/21/2024,Spring 2024
I1416,S2416,Low,Consider reaching out to your academic coach.,9/24/2024,Fall 2024
I1417,S2417,Low,Consider reaching out to your academic coach.,5/3/2025,Spring 2025
I1418,S2418,Medium,"You’re doing well, stay consistent.",3/1/2024,Spring 2024
I1419,S2419,Medium,Keep up the great work!,12/4/2024,Fall 2024
I1420,S2420,Low,Attendance could be improved.,5/25/2024,Spring 2024
I1421,S2421,Medium,"You’re doing well, stay consistent.",2/9/2024,Spring 2024
I1422,S2422,Low,"You’re doing well, stay consistent.",5/18/2024,Spring 2024
I1423,S2423,Low,"You’re doing well, stay consistent.",2/10/2025,Spring 2025
I1424,S2424,Medium,Consider reaching out to your academic coach.,1/1/2024,Spring 2024
I1425,S2425,Low,Keep up the great work!,4/27/2024,Spring 2024
I1426,S2426,Low,Consider reaching out to your academic coach.,8/29/2025,Spring 2025
I1427,S2427,Low,"You’re doing well, stay consistent.",6/2/2025,Spring 2025
I1428,S2428,Low,Consider reaching out to your academic coach.,8/8/2024,Fall 2024
I1429,S2429,Low,Attendance could be improved.,2/17/2024,Spring 2024
I1430,S2430,Medium,Keep up the great work!,7/9/2025,Spring 2025
I1431,S2431,Medium,"You’re doing well, stay consistent.",3/27/2024,Spring 2024
I1432,S2432,Low,Consider reaching out to your academic coach.,9/15/2025,Spring 2025
I1433,S2433,Medium,Keep up the great work!,10/20/2024,Fall 2024
I1434,S2434,High,Consider reaching out to your academic coach.,11/27/2024,Fall 2024
I1435,S2435,High,Attendance could be improved.,10/16/2025,Spring 2025
I1436,S2436,Low,"You’re doing well, stay consistent.",3/5/2025,Spring 2025
I1437,S2437,Low,Attendance could be improved.,11/1/2024,Fall 2024
I1438,S2438,High,Attendance could be improved.,5/16/2025,Spring 2025
